"service","date","time","message"
"twitter",2021-08-15,06:06:00,"salur bansos provinsi banten ppkm capai 90 persen"
"twitter",2021-07-26,00:12:00,"batarakeren tema gombal ppkm ya"
"instagram",2021-07-05,21:25:00,"1 kenyang 1000 lapar"
"twitter",2021-07-02,23:51:00,"sosialisasi ppkm darurat"
"instagram",2021-07-20,17:46:00,"alih arus kotakota face with tears of joy"
"instagram",2021-08-01,00:31:00,"umun menang give away dasar hasil verifikasi ecek ulang syarat syarat tetap 2 orang menang give away rangka anak nasional periode 23 juli 30 juli 2021 selamat ana gaming1 bubunaya01 mini gold 0 025gram ya silah dm konfirmasi alamat kirim ya tunggu konfirmasi sd tanggal 7 agustus 2021 ya lewat tanggal mohon maaf hadiah batal terima kasih selamat smiling face with heart eyes"
"twitter",2021-09-29,18:11:00,"duondong pertamina jokowi basuki btp kendala distribusi ppkm daerah stok aman sih coba deh telpon call center pertamina biar"
"twitter",2021-08-19,14:20:00,"yrl ppkm steet food pik2 buka"
"instagram",2021-07-24,23:45:00,"asa kayak boncabe level kayak seblak level ramen level komplit sleeping face sleeping face"
"twitter",2021-08-06,21:57:00,"kemenag bahas vaksin booster pcr calon jemaah umroh ppkm tangkal pandemi"
"twitter",2021-09-07,09:21:00,"polda metro jaya terap bijak crowd free night kawasan jakarta 00 00 wib 04 00 wib awal bijak pemberlakuan batas giat masyarakat ppkm level 3 jktinfo id article polda"
"twitter",2021-07-05,10:45:00,"patuh ppkm vaksin sosialisasi edukasi masyarakat 58"
"twitter",2021-08-07,01:00:00,"akunalterklpn surabaya mas nu seru main nde malang"
"twitter",2021-09-09,08:00:00,"bijak ppkm bukti turun covid 19 dikta simak kembang covid 19 secra nasional"
"twitter",2021-07-10,10:04:00,"jojo order sepi gaji duit nipis crying face"
"twitter",2021-08-22,17:08:00,"sambat rak popo ning awake dewe kudu obah obahbpie ndoro ppkm isine gur nekat negara hadir nakes hadir ekonomi rakyat kudune rekso ndedungo maring gusti ampun supeke ndoro twitter com ganjarpranowo"
"instagram",2021-08-26,09:25:00,"mari putus rantai sebar covid19 patuh protokol sehat pandemi covid19 stay healthy everyone thumbs up"
"twitter",2021-10-27,17:12:00,"proyek infrastruktur geliat jalan longgar ppkm minta semen alami naik tuju"
"instagram",2021-08-06,10:16:00,"satgas covid camat mojolaban gabung koramil 10 polsek mojolaban laksana imbuan protokol sehat sosialisasi ppkm level 4 pasar siaga sehat bekonang c mojolaban kab sukoharjo giat tugas imbau dagang unjung pasar terap prokes 5 patuh ppkm level 4 putus mata rantai sebar covid 19 wilayah c mojolaban jumat 06 8 2021"
"twitter",2021-07-22,10:23:00,"kudushumas 33"
"twitter",2021-10-25,21:30:00,"pandeganagari terima kasih ut pemerintha rakyat disiplin"
"twitter",2021-08-09,20:52:00,"yufikadwi ya allah mikirr loudly crying face loudly crying face pistol pistol pistol"
"instagram",2021-07-09,18:38:00,"bubur ayam no nya min simpan no nya wa"
"instagram",2021-08-16,12:42:00,"keren banget resap hati smiling face with heart eyes crying face"
"twitter",2021-08-18,12:53:00,"masmasjawabgt bismillah"
"youtube",2021-07-20,20:28:00,"pasar ngunut sepi jual malam kerena ppkm pasar ngunut sepi ppkm"
"instagram",2021-08-13,18:23:00,"bantu beras pemberlakuan batas giat masyarakat ppkm 10 kg tahap i salur 8 8 juta kpm pemerintah selesa salur tahap i bantu tahap i salur 10 juta kpm pmkh 10 juta kpm bst 8 8 juta kpm bpnt non pkh tahap i bantu beras ppkm salur 20 juta kpm 10 juta kpm pkh 10 juta kpm bst lengkap baca zonautara com"
"twitter",2021-07-19,21:23:00,"alisyarief jokowi kapal oleng tikus geladak cari selamat by rg"
"twitter",2021-07-11,13:54:00,"tirtoid think the unthinkable"
"twitter",2021-08-26,21:33:00,"quality time gue suka ngabisin personal sok that sih for me gue nya ppkm sucks banget twitter com time2bri statu"
"twitter",2021-08-16,21:38:00,"radenrauf ppkm panjang balik"
"instagram",2021-09-06,22:19:00,"as you wish my lord kumaha we"
"twitter",2021-08-04,10:12:00,"yeay0 0 ppkm salon tutup face with tears of joy"
"twitter",2021-07-08,22:22:00,"22 22 polri gabung tni dishub pol pp laksana batas mobilitas sekat cegah sebar virus covid 19 pos ppkm budi luhur jaksel"
"youtube",2021-10-19,22:44:00,"masyarakat lalai prokes"
"twitter",2021-08-16,18:07:00,"neptonsav ppkm ya"
"instagram",2021-07-18,20:08:00,"halo sahabat ppkm sahabat rasa sila keluar unek sahabat kolom komentar ya bahasa moga ppkm covid 19 indonesia hilang ya sahabat mari doa neger cinta bebas pandemi lupa masker ya sahabat cegah lindung keluarga orang disekitar ya"
"twitter",2021-07-23,09:53:00,"ppkm"
"twitter",2021-07-24,21:16:00,"sudjiwotedjo jancuk"
"twitter",2021-07-24,09:34:00,"pandemi panas ppkm sedia target turun angka positif covid 19 angka lonjak"
"twitter",2021-07-16,16:02:00,"pro cabut ppkm argumen salah baik baca coba paham sisi sehat salam juang lelah paham keluh dilema"
"instagram",2021-07-22,17:00:00,"tebar manfaat semangat layak launching kali ppkm panjang fadkhera ajak fadkhy semangat lang tebar manfaat azhka special koleksi baru teman aktivitas hari grab fast milik koleksi baru 081321377465 klik link bio nikmat promo free ongkir sih 20k berlaku 22 24 juli 2021"
"twitter",2021-07-15,15:58:00,"lu pakai uu darurat ngejalanin uu karantina pemda karantina indak dpr indak tuju ya mumet kmrn naikin darurat sipil demo dpr pemda indak selesai psbb"
"twitter",2021-07-27,07:20:00,"youaremyjowa o rayain ultah pas ppkm"
"twitter",2021-07-31,12:47:00,"s graciajkt48 ppkm tutup gre"
"twitter",2021-09-27,00:04:00,"tototentrem2000 uki23 ya salah daerah disumatera memberlakukan ppkm darurat"
"twitter",2021-07-08,13:22:00,"vivacoid kalo kab tangerang ppkm nya sih pabrik industri kerja normal toko normal masyarakat aktivitas rumah normal nggak khawatir pemkabtangerang"
"twitter",2021-07-25,20:24:00,"ya ampun gila deh gue ppkm panjang loudly crying face loudly crying face gila anjir gila stress loudly crying face loudly crying face jokowi nya apas"
"twitter",2021-08-03,10:46:00,"serah mudah ppkm panjang serah ya flexed biceps flexed biceps alfon kris upaya maksimal therainband cover"
"twitter",2021-08-16,20:47:00,"official ppkm panjang kontrak 23 agustus selamat juang"
"twitter",2021-07-30,16:59:00,"henrysubiakto usaha suai tuju doa kabul ubah nama psbb ppkm darurat ubah ppkm level 1 2 3 4 mustahil doa bebas corona kabul"
"instagram",2021-10-15,20:39:00,"giat apel malam polsek cipatat jum at 15 oktober 2021 arah piket pawas personel piket polsek cipatat tingkat jaga markas ecek tahan monitoring kondisi situasi malam wilkum polsek cipatat antisipasi jahat jalan c3 curas curat curanmor laksana giat kryd himbauan prokes 5m laksana patroli daerah rawan dst giat pimpin panit i samapta iptu rochman sih h h piket pawas malam ikut personel piket polsek cipatat kaspkt aiptu ahmad sasmita tahti aiptu mulia samapta bripka gilang lantas bripka moch husen kemal binmas aiptu diansyah mirabudi bripka ohan burhanudin reskrim 1 pers divisihumaspolri humaspolda jabar cimahipolres humas polrescimahi bhayangkari pc cimahi jabar bhayangkari pr cipatat cimahi satlantascimahi sabhara res cimahi patroli103cimahi indonesiapower sglpomu camat cipatat ninesofiyana dmsandriani adek rukmana 146 densxiv permuliadianaendong7238 giekemaly gilanghervian gandarusmana sih utrisno kicpusat polrescimahi kic10 cipatat"
"twitter",2021-08-21,09:04:00,"cerita ajar riau vaksinasi covid gelar bin jarum sakit indonesia pulih"
"twitter",2021-08-12,23:26:00,"sinisukaanthony syabdaperkasa ppkm kemall kalo pcr pegang tang positif"
"instagram",2021-08-03,07:27:00,"mari biasa ulama alim saleh kota mek 40 beliau ajar hadist fiqih mazhab maliki masjidil haram bukti luas ilmu raguk beliau jalan madinah mobil antar sopir pribadi tetiba jalan ban mobil kempes menep gerangan sang ulama kafar tuan sopir beliau bahasa arab kafar ban mobil baik ban lanjut jalan tuju ban mobil kempes kali menep sang ulama kafar tuan sopir beliau sigap baik ban fungsi lanjut jalan sang ulama pesan engkau ban mobil pakai kafar pakai ithor kafar ithor bahasa arab ban kafar akar kafir kafir positif beliau nasihat cari padan positif sopir beliau alhamdulillah izin allah jalan selamat jalan ulama saleh al imam as sayyid alwi bin abbas al maliki wafat 1391 h kisah nyata cerita kitab nihayatul izzi wassyarofi biasa positif orang orang saleh guru sekolah ajar pilih positif kolom komen ya guys"
"twitter",2021-07-28,19:33:00,"aisteaa gue positif gila gegara ppkm"
"youtube",2021-07-11,19:00:00,"terap ppkm darurat kota bontang jalan tutup pemberlakuan batas giat masyarakat ppkm darurat laku kota bontang cegah luas nya peyebaran covit 19 kota bontang moga urang sebar virus amin folded hands folded hands like dukung channel suka terima kasih"
"twitter",2021-08-04,22:19:00,"langkah masif laku psbb ppkm jilid bareng 3t pasti mohon suara mas dewan dpp pkb fraksipkb cakiminow hanifdhakiri emhasanuddin"
"twitter",2021-09-22,09:47:00,"salah idola beliau jokowi pikir buat out of the box ikut arus nyaman biasa covid uji besar pemimpin tuntas kala negara tempur covid"
"instagram",2021-08-02,19:55:00,"min etik nya typo gas nya ppkm ppkn salah baca crying face"
"youtube",2021-08-03,06:00:00,"tanggap cpuggp touring sukabumi tutup heboh artis touring kawasan geopark ciletuh sukabumi pemberlakuan batas giat masyarakat ppkm level 3 tanggap urus ciletuh palabuhanratu unesco global geopark cpuggp general manager cpuggp dody a somantri a kaget selebritas tanah air touring kawasan taman bumi ketat wilayah kota artis masuk sukabumi terap ppkm dody sebut tata curug dana sumber bantu provinsi jawa barat laksana nas pariwisata kabupaten sukabumi teknis nas pariwisata kayak pintu kawasan curug sodong buka mobilitas material barang sambung dody engaku artis cpuggp dasar terang warga dody sebut bentar bentar langsung berangkat doddy kawasan cpuggp open space faktor sulit awas masuk unjung ppkm gate khusus masuk pintu aneh jalan dody senin 2 agustus 2021 kaget jakarta informasi terima dody sebut artis objek wisata curug sodong tutup kawasan cpuggp suai surat putus bupati terap ppkm darurat level 4 curug sodong tata imbuh"
"instagram",2021-08-25,19:29:00,"rabu 25 agustus 2021 siang camat medan johor laksana giat ppkm darurat level 4 covid19 tim satpol pp brimob polsek deli tua sabara polda riskimsus polda trantib camat medan johor kepling pangkal masyur lokasi giat 1 royal gaming arena jl karya jaya no 77 a keluarga pangkal masyur 2 hai johor 74 jl karya jaya keluarga pangkal masyur 3 asrama cop jl ah nasution komplek metro link keluarga pangkal masyur 4 jus kuphi medan jl ah nasution komplek metro link tindak sosialisasi panjang ppkm darurat level 4 covid 19 tanggal 24 agustus 2021 sih 6 september 2021 ahmedzoel noahpurba bobbynst bungauliarachman ridho nasution82 prokopim pemkomedan awakanakjohor pakai c medanjohor ayo follow like share update informasi camat medan johor akun media sosial fb camat medan johor ig camat medan johor web"
"instagram",2021-08-28,11:20:00,"uwu ngiler banget"
"youtube",2021-08-10,21:05:00,"2 ku drever mati kutu"
"twitter",2021-08-13,10:41:00,"bijak ppkm level 4 minimal potensi sebar pandemi covid 19 wujud cepat herd immunity"
"twitter",2021-07-16,14:38:00,"karanganyar jum at 16 juli 2021 serda fajar koptu eko sw anggota koramil 06 karangpandan serta polsek satpol pp karangpandan laksana giat patroli ppkm darurat sasar jalan pasar bagi masker unjung pasar karangpandan"
"twitter",2021-07-16,10:21:00,"banyak kritik pemerintahan jokowi buka ibadat pandemi haleluya"
"twitter",2021-08-19,19:52:00,"ppkm level 4 ikut tonton mbak alhamdulillaah erti jalan cerita ikat cinta gosip artis tau artis artis zaman ikut acara nikanannya lesti lamar siram live nikah"
"youtube",2021-08-02,10:54:00,"berita lengkap"
"twitter",2021-08-11,15:26:00,"drh sagara dysvisual kalo babi ngepet tembus tembok kalo ayah tembus portal ppkm terimakasih depok"
"twitter",2021-07-15,17:46:00,"demokrasibodong suka tx rezim goblok udah mampu serah kompeten standar moral 1 5 hancur iya akibat sistem lemah orang bodoh kepedean biar rusak"
"twitter",2021-07-30,11:09:00,"pakai masker jaga jarak ikut atur tunjuk kait atur atur laku protokol sehat vaksin laksana vaksin kapolri patuh ppkm lakukan5m"
"twitter",2021-07-03,19:17:00,"speechless 99 entar tangkap kena atur ppkm face with tears of joy face with tears of joy"
"twitter",2021-09-07,17:44:00,"selasa 07 9 2021 08 00 wib laksana giat operasi yustisi sekat laksana ppkm skala level 3 batas mobilitas pindah masyarakat tempat wilayah camat tanon lupa babinsa bagi masker warga"
"instagram",2021-08-06,08:28:00,"tuh tau detail yamaha follow us yamahafriends yamaha kst yamaha palangkaraya"
"twitter",2021-07-26,11:08:00,"humaskbarum presiden joko widodo putus lanjut terap bijak pemberlakuan batas giat masyarakat ppkm level 4 tanggal 26 juli tanggal 2 agustus 2021 isoter cegah sebar 6"
"twitter",2021-07-21,13:28:00,"ppkm kerja nya makan tidur mulu"
"twitter",2021-07-06,16:22:00,"prambors jalan mana kecuali beli sembako pesan kompleks rumah isoman"
"twitter",2021-09-08,15:11:00,"sedia oksigen lapang cukup pandemi kapolri luncur iso tank indonesia upaya cegah langka oksigen pasti ppkm efektif"
"instagram",2021-07-11,17:24:00,"lfl"
"twitter",2021-07-06,07:30:00,"isntdav cie"
"instagram",2021-09-28,17:04:00,"tinggal duduk manis rumah rumah face blowing a kiss follow klinikparakita follow klinikparakita"
"instagram",2021-09-06,22:51:00,"yaudahlah ya ikut rambut mutih"
"twitter",2021-07-27,11:37:00,"noona sally aww"
"twitter",2021-07-03,14:26:00,"warga pemerintah laksana atur ppkm darurat uu wabah karantina sehat yuk taat langkah nek laju corona makan"
"instagram",2021-07-13,16:48:00,"hai taufik hidayat ikut mpls 2021 siswa 3 tuban"
"instagram",2021-09-02,11:09:00,"wahanabalap video full nya"
"twitter",2021-07-16,11:15:00,"polresbyl ppkm cegah sebar 24"
"instagram",2021-07-27,20:39:00,"puji syukur allah ta ala rendah ucap terima kasih besar teman peduli donasi donasi kumpul distribusi terima orang"
"twitter",2021-09-01,20:03:00,"mobilitas warga batas sekat mobilitas batas tilang ganjil genap kendara roda turut efektif tilang ganjil genap nek mobilitas warga ppkm"
"twitter",2021-07-05,08:59:00,"ppkm presiden mundur"
"twitter",2021-07-30,20:47:00,"tolak ajak ppkm tuh ya ajg"
"twitter",2021-07-19,09:42:00,"liputan6dotcom bantu bikinmarjet olace manfaat biar ppkm usaha jalan tambah hasil khawatir ppkm darurat bahkanockdown maslaah ekonomi jalan"
"instagram",2021-08-03,09:48:00,"baca habis fire yuk baca 8 atur isolasi mandiri covid 19 lupa like share save moga manfaat red heart smiling face with heart eyes"
"instagram",2021-07-08,22:55:00,"yuk bantu smiling face tag teman ya"
"twitter",2021-07-25,10:42:00,"arusbaik id moga ppkm angka covid 19 turun"
"twitter",2021-07-06,21:20:00,"simak atur wfh wfo ppkm darurat tanggal 3 20 juli 2021 cepat target vaksinasi"
"twitter",2021-08-05,11:08:00,"protes ppkm bikini pinggir jalan polisi aman dinar candy"
"twitter",2021-07-04,17:39:00,"kapolri jenderal pol drs listyo sigit prabowo tinjau ppkm"
"instagram",2021-07-26,19:02:00,"bismillahirrahmannirrahiim mari tadabburi surah dhuha bareng uah dek ahmad tafsir lengkap nya sila rujuk tayang youtube ad hidayat official tafsir surah dhuha al insyirah khair katsiraa barakallahu fiikum"
"instagram",2021-09-01,10:14:00,"lb"
"twitter",2021-08-26,12:12:00,"operasi yustisi tegak disiplin protokol sehat rangka ppkm level iv wilayah hukum polres blitar kota kamis 26 8 2021"
"instagram",2021-07-25,16:05:00,"batas jaga jarak wujud kasih sayang ppkm jati kopi sambut suai protokol sehat stay safe everyone project for jatikopi big thanks gitaismaya49 yodzilla asahakim ali auliaa yanuar app yuniethavndr"
"instagram",2021-09-03,20:03:00,"female galaxy burik size full telur breeding 50k ketik deal minat dm wa 0895323247675 lokasi sidoarjo jatim bantu kirim rainbow red heart yellow heart green heart blue heart purple heart lollipop follow akun yupucupang yunus yupucupang keizobetta info cupang baik trophy"
"twitter",2021-08-13,23:44:00,"dapur malas banget ribet masak2 masaak ros efek ppkm bosan masak asa enak saking bosenya pengin dine loudly crying face"
"twitter",2021-07-31,20:02:00,"shitlicious mutualan serius indah endingnya"
"twitter",2021-07-17,20:36:00,"ikramarki eh paduqaa"
"instagram",2021-09-26,07:07:00,"degriya com bogor rumah syariah bojong gede hadir rumah syariah nyaman aman lingkung islami design mezzanine 1 5 lantai layout exclusive adaptasi kondisi pandemi teras ruang tamu sedia carport 1 mobil 1 motor bagi sisa lahan area buka fasilitas dekat 1 9 stasiun bojong gede 110 tkit insan madhani 200 paud al istikamah plus 340 paud hidayatullah 210 sekolah pesantren miniatur madinah al amien 430 sd neger bojonggede 03 1 5 pasar desa bojong gede 6 9 cibinong city mall 7 gor pakansari 2 1 puskesmas bojong gede 7 6 rs sentosa 5 rs citama 3 rs harap sehat fasilitas huni one gate system aman 24 jam promo launcing 2 unit bulan oktober a3 type 45 74 harga 407 975 000 377 975 000 a2 type 45 76 on progress harga 409 975 000 379 975 000 buru survey unit batas info lengkap chat wa klik link bio 0878 3936 7873 0878 3936 7873"
"twitter",2021-07-22,13:17:00,"egpandia penting masyarakat rumah paksa aktivitas terap protokol sehat disiplin penting kapolri terap ppkm level4 ya"
"twitter",2021-08-02,11:16:00,"ppkm selesai sih"
"instagram",2021-07-07,09:59:00,"today sih promo kamis 7 juli 2021 pesan jam 10 pagi jam 8 malam mesan minimal order 100ribu rupiah give away poin instagram bayar transfer ovo gosend mesan info sila hubung 0811 2630 331 free delivery monjali palagan area ppkm layan take away delivery order folded hands folded hands folded hands"
"instagram",2021-08-23,20:06:00,"jakarta cnn indonesia pemerintah panjang pemberlakuan batas giat masyarakat ppkm level 2 3 4 nek tular virus corona covid 19 daerah pulau jawa bal ppkm panjang 30 agustus 2021 presiden jokowi turun signifikan daerah daerah level turun pemerintah putus 24 30 agustus 2021 daerah turun level 4 3 presiden jokowi konferensi pers senin 23 8 jawa bal kembang baik waspada level 4 11 provinsi 7 provinsi 132 kabupaten kota 104 kab kota level 3 215 kabupaten kota 234 kabupaten kota level 2 39 kabupaten kota 48 kabupaten kota pemerintah terap ppkm level 4 3 2 jawa bal pekan bijak terap covid 19 lonjak juni juli 2021 pemerintah buka aktivitas giat kota pekan daerah ppkm level 4 izin buka giat pasar rakyat jual nonkebutuhan hari pusat belanja mal aktivitas makan tentu daerah ppkm level 3 2 izin buka sekolah giat ajar tatap muka ibadah daerah ppkm level 4 3 2 izin gelar giat agama maksimal 25 persen kapasitas baca lengkap nya cnn indonesia"
"instagram",2021-07-30,11:46:00,"batik tulis exclusive detail produk type bahan kain pola kemeja 260 kali 115 jenis bahan katun primis beda warna pengaruh cahaya ilustrasi visualisasi hasil kain scissors terima jasa jahit suai telephone sila hubung whatsapp 089666497893 ncovid19"
"instagram",2021-07-05,17:28:00,"kerumun jalan sangka"
"twitter",2021-07-16,10:38:00,"polisi brebes ppkm cegah sebar"
"twitter",2021-07-22,12:01:00,"partono adjem lucu neger"
"instagram",2021-08-11,07:29:00,"peel scrub tara facial klinik cantik cheeck white heavy check mark maksimal skincare face peel scrub ribet pergi klinik facial pas kayak kaya spirulina extract centella asiatica extract face peel scrub manfaat kulit green heart lunak keluar komedo kecil pori pori green heart bubble technologynya infus oksigen lapis kulit green heart spirulina extract mendetox kulit kulit sehat green heart angkat sel kulit mati kotor tumpuk kulit tunggu yuk langsung facial cantik 5 menit rumah bpom certified white heavy check mark"
"twitter",2021-08-11,15:26:00,"ekokuntadhi gubernur dki tampil beda lebih bayar beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes"
"instagram",2021-08-07,10:08:00,"giat aman pasar kapolsek kubu akp i nengah sona sh henti henti warga unjung pasar rubaya disiplin terap prokes upaya cegah sebar covid 19 yabg sabtu 07 08 202 19 polreskarangasem id"
"twitter",2021-08-20,22:34:00,"level ppkm sifat adaptif ikut kembang daerah ama mediaindonesia com humaniora 4267"
"twitter",2021-08-02,19:00:00,"andikamalreza menteri kelar tonton bareng ganteng bang"
"twitter",2021-10-05,05:43:00,"kompascom ning ppkm teh nepi 18 okt"
"twitter",2021-08-07,22:15:00,"presiden enam r susilo bambang yudhoyono surabaya tekun hobi lukis pemberlakuan batas giat masyarakat ppkm"
"twitter",2021-08-09,23:20:00,"pemerintah panjang pemberlakuan batas giat masyarakat ppkm level 4 jawa bal minggu 10 23 agustus 2021 lampung77 com panjang 1"
"instagram",2021-10-19,07:22:00,"properti bentuk tabung baik properti milik 2 untung capital gain naik nilai investasi cashflow hasil rutin properti joe hartanto usaha utopia land hadir menawarkan lahan kavling konsep tematik kreatif edutament milik lahan bangun lahan satu alam asri indah utopia land hadir wujud impi tunggu beli properti segera beli properti tunggu round pushpin utopia land phase 2 wonderful tabebuya 48 juta kavling desa buana jaya tanjungsari kabupaten bogor telephone receiver hubung marketing utopialand cowok id marketing utopialand cowok id"
"twitter",2021-07-11,20:21:00,"pandemi regulasi substansi lantas pandemi atas salah yups salah ngelanggar ppkm"
"youtube",2021-07-09,22:37:00,"bikin konten solo camping rumah kak"
"twitter",2021-08-16,21:59:00,"ohmydull aktivitas batas hubung"
"instagram",2021-10-25,07:13:00,"promo sumpah muda 28 30 oktober 2021 28k box minimal beli 2 box syarat follow akun tiktok instagram brojackbali hotline delivery 089697325767 lokasi brojack point bal house bagus supermarket batubulan house tiara dewata food court tiara dewata house jalan ayan utara no 231 denpasar sebelah moena fresh house sanggul jalan gatot subroto no 5 banjar anyar diri taban seberang bnpb taban house jalan ciung wanara banjar dlod pasar blahkiuh abiansemal house jalan cok gede rai liat ubud"
"instagram",2021-07-25,21:57:00,"bismillah open order donat isi sosis crispy teman teman palembang coba menu baru ready tanggal 27 langsung contact telephone receiver 08 2121 23 4545 ready ya jazakillahu khair sparkles yellow heart"
"twitter",2021-10-13,08:37:00,"koramil 18 puring tegak prokes lingkung sekolah awal laksana prokes ppkm level 3 komandan koramil 18 prg perintah anggota terjun sekolah2 wilayah puring"
"twitter",2021-07-20,07:33:00,"ruubynana ppkm motong tutup terpall"
"twitter",2021-08-01,16:13:00,"ppkm besok janji ya loudly crying face"
"twitter",2021-08-24,05:03:00,"qalsrama ppkm kayak paket kuota paket 7hari paket 14hari sih pakai paket 30hari tahun bonus nya jual operasi jam 00 00 06 00 pagi udah"
"twitter",2021-09-15,11:40:00,"pusat belanja restoran bioskop wisata jalan udara wajib pemeriksaan aplikasi peduli lindung atur lengkap ppkm level 2 4 jawa bal bit ly pedulilindungi"
"twitter",2021-07-28,22:01:00,"jengajengnopo ppkm deh tutup"
"instagram",2021-07-23,18:18:00,"cantik banget obeng relieved face growing heart"
"twitter",2021-07-26,11:58:00,"syafakillah5758 dukung patuh ppkm level 4 3 sebar covid atas hidup normal"
"twitter",2021-08-09,16:48:00,"ds yantie aryprasetyo85 folded hands folded hands folded hands folded hands nakes juang pandemi covid 19 red heart red heart red heart red heart flexed biceps flexed biceps flexed biceps flexed biceps flexed biceps flexed biceps flexed biceps flexed biceps flexed biceps"
"twitter",2021-07-04,01:26:00,"ku ppkm ppkn"
"twitter",2021-08-14,09:58:00,"ayo sarap ada singkong rebus ppkm semangat pagi all"
"instagram",2021-08-16,22:45:00,"panjangin"
"instagram",2021-08-16,16:15:00,"mantap beda beda warga negara indonesia"
"instagram",2021-07-25,14:25:00,"promo ppkm minum cuman 28000 tinggal klik link bio ya mesan thumbs up"
"youtube",2021-07-21,13:15:00,"lindung rakyat bangsa negara atur undang undang ppkm"
"twitter",2021-07-03,06:00:00,"loeywhipped ppkm ppkm tidorr wkwk"
"instagram",2021-07-19,09:36:00,"bisnis bisnis kondisi kuli kerja ajar apa saat gaji rutin finansial surplus atas suka sulit bisnis uang puruk posisi kantor sikut2an hutang tumpuk butuh rumah seret gengsi garis bawah ditebelin ya bisnis pikir gila gue banget paytren treninet kendara bisnis sempat kali ambilah sempat yukk bisnis sulit beaming face with smiling eyes klik link wa bio informasi daftar lengkap"
"instagram",2021-07-31,17:55:00,"promo pas murah loudspeaker loudspeaker ppkm lanjut 2 agustus panjang khawatir belanja rumah gampang hemat murah depo plastik dapat untung belanja online backhand index pointing down heavy check mark antri heavy check mark hemat alarm clock heavy check mark gratis ongkir beli shopee tokopedia maka voucher gratis ongkir free button heavy check mark diskon up button 25 lupa masuk kode sparkles gosend sparkles dapat gratis ongkir gojek tokopedia order mobile phone with arrow whatsapp telp sms 0818377888 mobile phone with arrow shopee depoplastikid mobile phone with arrow tokopedia depo plastik indonesia mobile phone with arrow lazada depo plastik cek katalog mobile phone with arrow depo plastik house"
"instagram",2021-07-17,14:56:00,"seram antri crying face"
"twitter",2021-07-29,19:26:00,"c1neph1le eh mikirnya bawa netflix kayak cowok heartist face with tears of joy sih"
"twitter",2021-08-07,08:27:00,"terapungkembali sepi ppkm running tetangga pindah sepeda hahaha face with tears of joy"
"twitter",2021-07-05,08:47:00,"twk kpk sah ppkm pulih bangsa"
"instagram",2021-09-16,17:58:00,"h mek"
"twitter",2021-07-04,12:32:00,"ppkm oh ppkm adzan ppkm banget well as soon as possible world"
"twitter",2021-08-10,07:43:00,"ppkm lanjut kerumun ya winking face tetap hidup relieved face"
"instagram",2021-08-05,13:43:00,"rakyat susah wasekjen dpp pks ahmadfathulbari pandang cat peka kondisi pandemi"
"instagram",2021-10-16,13:08:00,"happy weekend guys smiling face gimana nih sibuk minggu pekan refreshing ya btw refreshing sih kasih kolom komentar ya visit out store at jl sutijab driyan wates kulon progo barat empat lampu merah pasar wates whatsapp 085600939474 instagram 308store wates"
"twitter",2021-07-20,20:23:00,"tubirfess cari bikin senang nderr tonton senang motor keliling2 random ppkm"
"twitter",2021-08-02,23:54:00,"ppkm panjang masyaa allah sleeping face"
"twitter",2021-07-24,20:17:00,"kangen pus enak2 ngerjain tugas pus eh ppkm"
"instagram",2021-07-07,11:33:00,"mantaapp take away endolita lahap banget tuh yutubers jonyrahardja makan kenyang aman grab grabsolorayaid thumbs up stay safe ikut prokes ya gaees nyaman sabar dlo kena dampak nya face with medical mask thumbs up hundred points"
"twitter",2021-08-24,18:43:00,"ppkm level 4 panjang sertifikat vaksin syarat masuk kota medan ift tt 3gvcijy"
"twitter",2021-10-20,15:20:00,"alvin lie sorot instruksi mendagri syarat pesawat ppkm alvin lie nilai pemerintah timbul gaduh umum atur mepet pembelakuan syarat pesawat"
"instagram",2021-10-24,13:09:00,"gamis rayon candi mekar gamis rayon candi mekar kain enak banget pakai adem pakai santai formal loh size chart gamis standar sih ld 95 pb 135 ld 100 pb 138 l ld 105 pb 140 xl ld 110 pb 140 size chart gamis jumbo xxl ld 120 pb 140 xl ld 130 pb 140 xl ld 140 pb 140 rawat cuci pisah cuci detergen beli produk bantu ekonomi rajin kalong info order owner 0813 2659 1611 grosir admin 1 0853 2875 1602 reseller admin 2 0858 9494 9519 ecer katalog telegram anti me adamcollection yuk tunggu buru order open reseller droship two hearts produsen batik kalong gamis twill piyama gamis anak mukena"
"twitter",2021-10-30,10:36:00,"polsek pesantren bktm keluarga jamsaren aiptu moh rofiq sih h babinsa satgas ppkm mikro sambang posyandu cempaka rangka kelas hamil pesan kamtibmas terap prokes giat cegah sebar covid 19"
"twitter",2021-10-10,07:54:00,"langgar ppkm kedai kopi gor bulungan kena sanksi 3 kafe pantai indah kapuk bubar polisi terasjakarta poskota cowok id 2021 10 10 l satpolpp dki krlmania wito karyono dewiambaratna herrybarus pradanikribow dodotov giazzouell ladang17 yustinaw mbool triantorahardjo erdiana76"
"instagram",2021-08-24,11:30:00,"siang nikmat makansiang ala resep ajungmas kayak resto smiling face with smiling eyes iya ulala lanjut moga lancar pekan smiling face with halo mamaci pesan face blowing a kiss folded hands sedih sih iya moga lancar teman lagu melow pensive face musical notes cause baby everything you are is everything i need you are everything me baby every single part is who you are meant be cause you were meant for me and you are everything i need musical notes"
