service,date,time,message,label
twitter,7/2/2021,20:24:00,@lelviathan ppkm!!!,NA
instagram,8/22/2021,21:12:00,Lb,NA
instagram,9/22/2021,19:36:00,"Pielo min jare wes 2 , kadung marem <U+0001F97A>",NA
instagram,8/7/2021,10:06:00,Waaaduuhhh gimana tuh???\n\nMau tau lebih detail tentang Yamaha? Follow us @yamahafriends\n#nmaxajalah #yamahafriends #ppkm #yamahanmax155\n#YMHKALSELTENGYF139\n#warehouse_unit_kalselteng138 #ppkm,NA
twitter,7/21/2021,03:03:00,Hari ini aku PPKM = Pelan-Pelan Kamu Melebar <U+0001F612>gara2 makan banyak hari ini,NA
youtube,7/16/2021,22:38:00,"UPDATE:PPKM DARURAT JAWA-BALI DIPERPANJANG HINGGA AKHIR JULI https://bali.tribunnews.com/2021/07/16/updateppkm-darurat-jawa-bali-diperpanjang-hingga-akhir-juli-presiden-minta-bansos-cepat-disalurkan?page=all\n\nPemerintah memutuskan akan memperpanjang Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat Jawa-Bali.\n\nPemerintah sudah mengumumkan bakal memperpanjang PPKM Darurat hingga akhir Juli 2021.\n\nSebelumnya PPKM Darurat Jawa-Bali akan berakhir 20 Juli mendatang. Kini diperpanjang 11 hari lagi.\n\n""Bapak Presiden sudah memutuskan bahwa PPKM Darurat ini akan diperpanjang sampai akhir Juli,"" kata Menko Bidang Pembangunan Manusia dan Kebudayaan (PMK), Muhadjir Effendy, dalam rekaman suara yang diterima Tribunnews.com, Jumat 16 Juli 2021.\n\nhttp://bali.tribunnews.com/\n\nBerita Populer: https://bali.tribunnews.com/populer\nFollow \nInstagram: https://www.instagram.com/tribunbali/?hl=id\nYoutube Terpopuler: https://bit.ly/3eCMn4C\nFacebook: https://www.facebook.com/tribunbali/videos/\nTikTok: https://www.tiktok.com/@tribunbaliupdate\nTwiter: https://twitter.com/tribunbali2014\n\n(PRX)",conscientiousness neuroticism
twitter,8/1/2021,21:18:00,@isacatya Nndi ndol,NA
twitter,8/9/2021,20:10:00,kntol ppkm tiap minggu aja diperpanjang ga kelar-kelar.,NA
twitter,7/14/2021,17:19:00,"@Priska080 Baik, tidak perlu khawatir. Terkait dengan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) untuk pengendalian penyebaran COVID19 di wilayah Jawa - Bali jam operasional Bank BRI sebagai berikut : (1)",conscientiousness neuroticism
youtube,7/20/2021,20:53:00,Ngak penting !<br>Ngak usah tampil di medsos wis ngak penting,NA
instagram,7/6/2021,09:44:00,lb!,NA
twitter,8/1/2021,13:43:00,"@DoradongWarrior lah yg bikin aturannya juga gak jelas, bingung malah gak tau berbuat apa",NA
twitter,7/8/2021,20:20:00,"Imbas PPKM Darurat dan Lonjakan COVID-19, IDAI Sarankan Imunisasi Rutin Anak Ditunda https://t.co/XM9F9TvjCh",NA
twitter,7/2/2021,10:37:00,"PPKM Diperpanjang, Jam Operasional Pasar Tradisional Dibatasi https://t.co/XeglZtu7c3",NA
twitter,7/2/2021,13:39:00,"Untuk menekan jumlah penyebaran covid-19, pemerintah menerapkan kebijakan PPKM darurat di sejumlah daerah<U+0085> https://t.co/AK7kJUvHp0",NA
instagram,8/10/2021,10:59:00,Bersama kita Cegah Penyebaran Covid-19\nMencegah Lebih Baik dari Pada Mengobati\n\nAYOO...!!! PATUHI PROKES 5 M\n\n@kepalakepolisian_ri @polisi_indonesia @polisipresisi @kemenkes_ri @chryshnandadwilaksana @armanachdiat @divisihumaspolri @roadsafetytozeroaccide @dikmaslantaspolri @irsmm.id @ntmc_polri @rasirosakorlantas @ditlantasntt @subditkamselntt @humas_polda_ntt @updatepolisintt @polresngada \n@humas_polres_ngada \n@multimediapolresngada \n@humas_polresngada \n@satlantas_polres_ngada \n\n#ppkmdarurat #polripresisi #kemenkes_ri #korpslalulintas #roadsafetyzeroaccident #dikmaslantaspolri #pjrkorlantas #roadsafetymediamanagement #zeroaccident #rambulalulintas #peloporkeselamatanlalulintas #rambuperingatan #lalulintas #peraturanlalulintas #polisiindonesia #zebracross #covid_19 #ppkmdarurat,extraversion neuroticism
instagram,7/9/2021,19:39:00,"#Repost @kajiansyaikh @download.ins\n---\n<U+0001F6D1> DOA DARI MASJIDIL HARAM AGAR ALLAH MENGANGKAT PANDEMI INI\n\nSetiap hari kita mendapatkan kabar pasien korona terus meningkat bahkan jumlah kematian terus bertambah sudah saatnya kita memperbanyak doa dan bertaubat kepada Allah mengingat dosa dosa yang pernah kita lalui, ketahuilah adanya korona ini karena dosa dosa manusia.\n \nAli bin Abi Tholib <U+0096>radhiyallahu <U+0091>anhu<U+0096> mengatakan,\n\n<U+0645><U+064E><U+0627> <U+0646><U+064F><U+0632><U+0650><U+0651><U+0644><U+064E> <U+0628><U+064E><U+0644><U+0627><U+064E><U+0621><U+064C> <U+0625><U+0650><U+0644><U+0627><U+0651><U+064E> <U+0628><U+0650><U+0630><U+064E><U+0646><U+0652><U+0628><U+064D> <U+0648><U+064E><U+0644><U+0627><U+064E> <U+0631><U+064F><U+0641><U+0650><U+0639><U+064E> <U+0628><U+064E><U+0644><U+0627><U+064E><U+0621><U+064C> <U+0625><U+0650><U+0644><U+0627><U+0651><U+064E> <U+0628><U+0650><U+062A><U+064E><U+0648><U+0652><U+0628><U+064E><U+0629><U+064D>\n\n<U+0093>Tidaklah musibah tersebut turun melainkan karena dosa. Oleh karena itu, tidaklah bisa musibah tersebut hilang melainkan dengan taubat.<U+0094> (Al Jawabul Kaafi, hal. 87)\n\n<U+0627><U+0644><U+0644><U+064E><U+0651><U+0647><U+064F><U+0645><U+064E><U+0651> <U+0625><U+0650><U+0646><U+0650><U+0651><U+0627> <U+0646><U+0639><U+064F><U+0648><U+0652><U+0630><U+064F> <U+0628><U+0650><U+0643><U+064E> <U+0645><U+0650><U+0646><U+0652> <U+062C><U+064E><U+0647><U+0652><U+062F><U+0650> <U+0627><U+0644><U+0628><U+064E><U+0644><U+0627><U+064E><U+0621><U+0650> <U+060C> <U+0648><U+064E><U+062F><U+064E><U+0631><U+064E><U+0643><U+0650> <U+0627><U+0644><U+0634><U+064E><U+0651><U+0642><U+064E><U+0627><U+0621><U+0650> <U+060C> <U+0648><U+064E><U+0633><U+064F><U+0648><U+0621><U+0650> <U+0627><U+0644><U+0642><U+064E><U+0636><U+064E><U+0627><U+0621><U+0650> <U+060C> <U+0648><U+064E><U+0634><U+064E><U+0645><U+064E><U+0627><U+062A><U+064E><U+0629><U+0650> <U+0627><U+0644><U+0623><U+064E><U+0639><U+0652><U+062F><U+064E><U+0627><U+0621>\n\n"" Ya Allah kami meminta perlindugan kepada-Mu dari beratnya cobaan, kesengsaraan yang hebat, takdir yang jelek, dan kegembiraan musuh atas kekalahan.\n\nWallahu musta'an\n<U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095>--------<U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095><U+0095>\n\n<U+0001F4F9> YouTube : Kajian Syaikh \n<U+0001F4F1> Instagram : @kajiansyaikh \n<U+0001F310> Telegram : t.me/kajiansyaikh\n\n#kajiansunnah #dokterindonesia #idi #indonesiamengaji #ppkm #jakarta # #hijrah #hijrahKu #korona #bidah #dakwahsunnah #kajiannikah #masker #yukpakemasker #jokowi #shift #muslimah #yukngaji #ppkm",NA
instagram,9/22/2021,17:02:00,"Bosskuuu!! mau ngenalin Slot Game Online yang paling HOT saat ini!! <U+0001F525><U+0001F525><U+0001F525>\n\n@Gaspol168.Official\n\nDAPATKAN FREEBET10K TANPA MINIMAL DEPOSIT!! <U+0001F911><U+0001F911><U+0001F911>\nProsedur untuk mendapatkan FREEBET 10K:\n\n- Player bergabung ke Group Telegram Gaspol168 : https://t.me/gaspol168official\n\n- Player menyebutkan salam dan slogan serta user id yang digunakan, contoh:\n\n<U+0093>Terima Kasih FREEBET10K-nya GASPOL168! #GasTerusJanganKendor - Adam168 (contoh USER ID)<U+0094>\n\n- Jika sudah, Player datang ke LiveChat untuk Claim FREEBET\n\n- Admin Gaspol168 akan melakukan check dan segera proses jika prosedur sudah dilakukan ^^\n\nTarik nafas ya bosskuuu kalau tiba-tiba dapat JP di Gaspol168 yuhuuu <U+0001F60A><U+0001F60A><U+0001F60A> \n\nIni Slot Game bisa bosskuuu mainkan di Gaspol168 yeee, jangan salah yaa, sudah trusted pastinya <U+0001F917><U+0001F917><U+0001F917>, adminnya fast bangettsss<U+0001F998><U+0001F998><U+0001F998>, dan pastinya gacorrrr dongss buat bosskuuu<U+0001F389><U+0001F38A><U+0001F9E8> \n\nYukkk bosskuuu di kita GAS SAMPE POL <U+0001F680><U+0001F680><U+0001F680> \n\nSalam Gaspol168,\n#GasSlotSampePol \n#GasTerusJanganKendor \n\n#gaspol168 #gaspol168info #tournamenslot #gameonline #dirumahaja #viralterkini #tiktok #hottopics #receh #ppkm #hits #trending #fakta #gameterbaru #slot #gasterus #slotonline #slotgame #ppkm",NA
twitter,7/20/2021,20:37:00,"@yowessory Dalan ditutup, terus saben dino kudu lewat hutan",NA
twitter,7/26/2021,02:46:00,Jokowi: PPKM Level 4 Dilanjutkan dengan Penyesuaian di Sejumlah Sektor https://t.co/hUarBU2J6l,NA
instagram,9/1/2021,20:55:00,"[PAID PROMOTE HARMONIE]\n\nSPECIAL SELL\n\nHalo sobat Burbus!! <U+0001F44B>\nGimana kabarnya nihh?? hehe.. semoga selalu sehat yaa.. aamiin\n\nBurmin kali ini mau menawarkan produk bubur instan nih..<U+0001F973> Bukan sekedar bubur, tapi dapat membantu pencegahan dan penyembuhan stroke iskemik <U+0001F62F> Hal itu karena produk ini diperkaya dengan kandungan albumin, fukoidan, dan omega-3 <U+0001F44D><U+0001F3FB>\nJadi tunggu apalagi, ayo segera miliki dan sehatkan tubuh anda sekarang juga!!\n\nKuyy simak info selanjutnya dan jangan lupa mampir dulu gan di @burbus.id\n#opensell\n#specialsell\n#ordernow\n\n#burbus #etenco. #pkmk2021 #bisnis #new #newproduct #stroke #prevalensistrokeindonesia #strokeiskemik #strokesumbatan #healthyfood #healthywithburbus #karyanakbangsa #ppkmlevel4 #staysafe #stayhealthy #staysmile #vaksinasi #17agustus #harikemerdekaan\n#HarmonieTenor2\n#PPHarmonie29 #ppkmlevel4",NA
twitter,9/22/2021,22:01:00,"Maaf tadi grab nya lama\n\nDan inilah post yang kalian tunggu-tunggu! Jawaban dari segala pertanyaan dan pergumulanmu, Jesster adalah singkatan dari Jesslyn Water! Depot pengisian air minum paling segar seantero FX siap melayani anda ketika PPKM Level 2 dimulai! https://t.co/qsDnvaI55h https://t.co/GzILw9JGq2",NA
twitter,8/18/2021,08:18:00,@bertanyarl Bagus dong sepi kan ppkm,openness extraversion
twitter,7/17/2021,00:47:00,Masih ada ga sih org yg ngadain pesta pas lg ppkm dan kondisi genting gini? <U+0001F615>,NA
twitter,8/16/2021,23:18:00,"Sekarang kalo mau beli baju mikir, emangnya kemana? Kan lagi ppkm",NA
twitter,8/15/2021,06:06:00,Penyaluran bansos di Provinsi Banten saat PPKM capai 90 persen\nhttps://t.co/NWYPdTGjMr,NA
twitter,7/26/2021,00:12:00,@batarakeren tema hari ini gombalan ppkm y,NA
instagram,7/5/2021,21:25:00,1 kenyang 1000 kelaparan...\n\n#ppkm #ppkmdarurat #wna #ppkm,NA
twitter,7/2/2021,23:51:00,Sosialisasi PPKM Darurat https://t.co/zeeMzwGPI3,NA
instagram,7/20/2021,17:46:00,"Pengalihan arus, sering terjadi di kotakota besar <U+0001F602>",NA
instagram,8/1/2021,00:31:00,"PENGUMUNAN PEMENANG GIVE AWAY ... <U+0001F970><U+0001F973><U+0001F973><U+0001F973>\n\nBERDASARKAN HASIL VERIFIKASI DAN PENGECEKAN ULANG ATAS PERSYARATAN - PERSYARATAN YG TELAH DITETAPKAN SUDAH DIDAPAT 2 ORANG PEMENANG GIVE AWAY DALAM RANGKA HARI ANAK NASIONAL PERIODE 23 JULI - 30 JULI 2021\n\nSELAMAT KEPADA :\n@ana.gaming1 \n@bubunaya01_ \n\nMasing - masing dari kalian akan mendapatkan Mini Gold 0,025gram ya.. \nSilahkan DM utk konfirmasi alamat pengirimannya ya, ditunggu konfirmasinya sd tgl 7 Agustus 2021 ya. Apabila melewati tanggal tersebut, mohon maaf hadiah akan dibatalkan. \n\nTerima kasih\n\nSelamattttt <U+0001F973><U+0001F973><U+0001F973><U+0001F60D>\n\n#giveaway\n#giveawayindonesia #pengumumangiveaway #giveawayiphone #giveawaytime #giveawaycontest #giveawayindo #minigold #emas #investasiemas #tokopedia #harianaknasional #ppkm #covid19 #globalinovasi #ryp #ppkm",NA
twitter,9/29/2021,18:11:00,"@duondong @pertamina @jokowi @basuki_btp Mungkin lagi ada kendala di bagian distribusinya pak, kan lagi ppkm begini. Soalnya di daerah saya stok aman sih. Coba deh telpon call center pertamina biar lebih jelas",NA
twitter,8/19/2021,14:20:00,"Yrl mau tanya, lagi ppkm gini steet food yang ada di pik2 buka gak ga?",NA
instagram,7/24/2021,23:45:00,"Berasa kaya boncabe yg berlevel, kaya seblak yg ada level dan seperti ramen yg level komplit<U+0001F634><U+0001F634>",NA
twitter,8/6/2021,21:57:00,Kemenag Bakal Bahas Vaksin Booster hingga PCR untuk Calon Jemaah Umroh. PPKM Tangkal Pandemi\nhttps://t.co/7jbAU3FpWF,NA
twitter,9/7/2021,09:21:00,"Polda Metro Jaya segera menerapkan kebijakan ""crowd free night"" pada empat kawasan di Jakarta mulai pukul 00.00 WIB hingga pukul 04.00 WIB untuk mengawal kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 3. #jktinfo\n\njktinfo.id/article/polda+<U+0085>",NA
twitter,7/5/2021,10:45:00,Patuhi PPKM dan Segera Vaksin\n#PPKMdanTetapVaksinasi\nSosialisasi Edukasi Masyarakat 58,NA
twitter,8/7/2021,01:00:00,@akunalterklpn surabaya mas nu <U+0001F972> tapi lebih seru main nde malang,NA
twitter,9/9/2021,08:00:00,Kebijakan PPKM terbukti mampu turunkan kasus covid 19. \ndapat dikta simak dari perkembangan covid 19. secra nasional.\n#PPKMSuksesKendalikanKovid https://t.co/5IrHHqOG9H,NA
twitter,7/10/2021,10:04:00,"@bukan_jojo Orderan sepi, gajian masih lama, duit udah nipis.<U+0001F622>",NA
twitter,8/22/2021,17:08:00,"sambat rak popo, ning awake dewe kudu obah\n\nobahbpie ndoro? ppkm, isine gur nekat, negara hadir di nakes tp gk hadir di ekonomi rakyat.... kudune rekso ndedungo maring gusti ampun di supeke ndoro..... twitter.com/ganjarpranowo/<U+0085>",NA
instagram,8/26/2021,09:25:00,Mari putus rantai penyebaran Covid19 dengan tetap mematuhi protokol kesehatan agar pandemi Covid19 ini segera berakhir.\nStay healthy everyone<U+0001F44D>\n\n#covid19indonesia #covid_19 #gugustugascovid19 #jagajarak #ppkm #protokolkesehatancovid19 #protokolkesehatan #nurse #perawatindonesia,NA
twitter,10/27/2021,17:12:00,Proyek infrastruktur mulai kembali menggeliat. Sejalan dengan pelonggaran PPKM sehingga permintaan akan semen juga mengalami kenaikan. Setuju? \n\n#SimInvestor https://t.co/bihWeH1TPJ,NA
instagram,8/6/2021,10:16:00,"Satgas Covid Kecamatan Mojolaban bersama sama dengan gabungan Koramil 10 dan Polsek Mojolaban melaksanakan imbuan protokol kesehatan dan sosialisasi PPKM Level 4 di Pasar Siaga Sehat Bekonang Kec. Mojolaban Kab. Sukoharjo.\n\nDalam giat tersebut petugas mengimbau agar baik para pedagang maupun pengunjung pasar agar selalu menerapkan Prokes 5 M serta patuh PPKM Level 4 guna memutus mata rantai penyebaran Covid 19 di wilayah Kec. Mojolaban.\nJumat,06/8/2021\n#infopolisisukoharjo \n#satgascovid19 \n#polisipresisi \n#sinergitasTNIPolri \n#patuhprotokolkesehatan \n#ppkmlevel4 \n#polsekmojolaban \n#sukoharjomelawancovid19 \n#sukoharjomakmur #ppkmlevel4",NA
twitter,7/22/2021,10:23:00,@KudusHumas 33,NA
twitter,10/25/2021,21:30:00,@PandegaNagari terima kasih ut pemerintha dan rakyat yg tetap disiplin,NA
twitter,8/9/2021,20:52:00,@yufikadwi Ya Allah kenapa tadi sempet mikirr duluuu<U+0001F62D><U+0001F62D><U+0001F52B><U+0001F52B><U+0001F52B>,NA
instagram,7/9/2021,18:38:00,"yg bubur ayam no nya bnerr gk min,,td tk simpen no nya gk ad wa",NA
instagram,8/16/2021,12:42:00,"Wahhh keren banget, meresap ke hatii<U+0001F60D><U+0001F622>",NA
twitter,8/18/2021,12:53:00,@masmasjawabgt bismillah,NA
youtube,7/20/2021,20:28:00,Pasar Ngunut sekarang sepi dan nggak ada yg jualan malam kerena PPKM Pasar ngunut sekarang sepi karena PPKM,openness extraversion
instagram,8/13/2021,18:23:00,"Bantuan beras Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) sebanyak 10 kg pada tahap II mulai disalurkan kepada 8,8 juta KPM, setelah sebelumnya pemerintah telah menyelesaikan penyaluran tahap I.\n\nKini, bantuan tahap II tersebut akan disalurkan kepada 10 juta KPM PmKH, 10 juta KPM BST, dan 8,8 juta KPM BPNT non-PKH.\n\nSedangkan Pada Tahap I lalu, bantuan beras PPKM disalurkan sebanyak 20 juta KPM, yakni kepada 10 juta KPM PKH dan 10 juta KPM BST.\n\nSelengkapnya baca di zonautara.com\n\n#zonautara #ppkm #bantuanberas #ppkm",NA
twitter,7/19/2021,21:23:00,"@alisyarief @jokowi Kapal mulai oleng, dan tikus geladak mulai cari selamat... By RG..",NA
twitter,7/11/2021,13:54:00,@TirtoID Think the unthinkable,NA
twitter,8/26/2021,21:33:00,"QUALITY TIME. Gue suka ngabisin waktu lama secara personal dengan seseorang, so that's for me, siapa pun yang deket sama gue mereka punya tempat nya masing2. Makanya ppkm ini sucks bgt twitter.com/time2bri/statu<U+0085>",NA
twitter,8/16/2021,21:38:00,@radenrauf Ppkm diperpanjang sampe Kita balikan,NA
instagram,9/6/2021,22:19:00,"As you wish my Lord, kumaha welah",NA
twitter,8/4/2021,10:12:00,"@yeay0_0 ga boleh, lgi ppkm salon tutup<U+0001F602>",NA
twitter,7/8/2021,22:22:00,"22.22 Polri gabung TNI, Dishub dan Pol-PP melaksanakan Pembatasan Mobilitas &amp; Penyekatan guna pencegahan penyebaran Virus Covid 19 di Pos PPKM Budi Luhur Jaksel. https://t.co/nWs4rd2mNk",NA
youtube,10/19/2021,22:44:00,Karena masyarakat banyak yg mulai lalai prokes!!!,NA
twitter,8/16/2021,18:07:00,@Neptoonsavvv Hr ini ppkm terakhir yaa?,NA
instagram,7/18/2021,20:08:00,"Halo sahabat <U+0001F917>\nSelama PPKM ini berlangsung apa yg sahabat rasakan? Silahkan keluarkan unek<U+00B2> sahabat dikolom komentar ya tapi dengan bahasa yg baik.\n\nSemoga setelah PPKM ini usai covid-19 di Indonesia juga ikut hilang ya sahabat mari sama sama berdoa agar negeri kita tercinta ini dibebaskan dari pandemi ini.\n\nTetap jangan lupa gunakan masker ya sahabat, kita cegah mulai dari diri kita sendiri, kita lindungi keluarga kita, dan orang yg ada disekitar kita ya\n\n.\n.\n.\n.\n.\n. #ppkm\n#beraspolos<U+00A0>#beras3cantik\n#beraspakeman<U+00A0>#berascoconutmerah<U+00A0>#berascoconuthijau<U+00A0>#bintangpusaka<U+00A0>#berasbintangpusaka<U+00A0>#berasbanyuwangi<U+00A0>#beraskelapamerah<U+00A0>#fffffffff<U+00A0>#lflf<U+00A0>#berasmurah<U+00A0>#berasterbaik<U+00A0>#berasenak<U+00A0>#beraspunel<U+00A0>#beraspulen<U+00A0>#berasputih<U+00A0>#berassehat<U+00A0>#berasindonesia<U+00A0>#beraspremium<U+00A0>#giveaway<U+00A0>#giveawayindonesiaupdate #ppkm",NA
twitter,7/23/2021,09:53:00,Ppkm semakin menjadi,NA
twitter,7/24/2021,21:16:00,@sudjiwotedjo Jancuk,NA
twitter,7/24/2021,09:34:00,"Pandemi masih memanas. Terlebih adanya PPKM, yang sedianya ditargetkan menurunkan angka kasus positif Covid-19, nyatanya angka tersebut malah melonjak. #LunturnyaEmpatiPenguasa #KapitalismeCetakPemimpinNirEmpati #RinduPemimpinPeduliRakyat",NA
twitter,7/16/2021,16:02:00,Bagi yg pro pencabutan PPKM dgn masing2 argumennya yg tdk salah...\nAda baiknya membaca ini &amp; coba jg utk memahami dr sisi kesehatan.\nMereka yg slm ini berjuang sdh sangat kelelahan.\nSejauh mana anda bisa memahami keluhan mrk?\nMemang dilema...\nhttps://t.co/8zAaqWhPqu,NA
instagram,7/22/2021,17:00:00,"Tebarlah kebermanfaatan dan jadilah penyemangat!\n\nLayaknya di launching kali ini, meski PPKM diperpanjang, Fadkhera ingin mengajak Fadkhy untuk terus bersemangat untuk terus melangkah dan menebar kebermanfaatan dengan AZHKA, special koleksi terbaru yang bisa menemani aktivitas keseharian <U+0001F642>\n#LifewithSpirit\n\nGrab it fast!!\n.\n.\n.\nMiliki koleksi terbaru ini di 081321377465 atau klik link di bio <U+2063><U+2063><U+2063>dan nikmati <U+2063><U+2063><U+2063>promo Free Ongkir s.d 20k yang berlaku 22-24 JULI 2021\n.\n.\n.\n#alwaysinspiring\n#fadkhera #kokomodern #bajumuslimpria #bajukokomodern #bajukoko #kemko #kemkomodern #iduladha #iduladha2021 #ppkm #berbagisemangat #berbagikebahagiaan #kemkofadkhera #kemejakokobandung #fadkherabandung #ppkm",extraversion neuroticism
twitter,7/15/2021,15:58:00,"Lu mau pake UU Darurat utk ngejalanin UU Karantina tp PEMDA yg dikarantina ndak mau, dan DPR ndak setuju....ya mumet lagi.\n\nKmrn aja mau naikin Darurat Sipil trus didemo trus d DPR sama PEMDA ndak mau selesai kan jadinya cm PSBB",NA
twitter,7/27/2021,07:20:00,"@youaremyjowaaaa Ooo, itu yang rayain ultah pas PPKM kann<U+0001F914>",NA
twitter,7/31/2021,12:47:00,@S_GraciaJKT48 Ppkm tutup gre,NA
twitter,9/27/2021,00:04:00,@Tototentrem2000 @Uki23 Ya kan jd salah satu daerah disumatera yg memberlakukan ppkm darurat.,NA
twitter,7/8/2021,13:22:00,"@VIVAcoid Kalo di Kab. Tangerang itu PPKM'nya dilakukan seperti apa sih ?\nPabrik/industri,... kerja normal.\nPertokoan.... normal.\nMasyarakat masih bisa beraktivitas luar rumah secara normal pula.\n\nNggak khawatir emang ? <U+0001F644>\n@PemKabTangerang",NA
twitter,7/25/2021,20:24:00,Ya ampun bener2 gilaa dah gw ppkm di perpanjanggg <U+0001F62D><U+0001F62D> gila anjir gilaa stresss<U+0001F62D><U+0001F62D> jokowi mau nya apasiiii,NA
twitter,8/3/2021,10:46:00,"<U+0093>ini aku yang tak menyerah, meski tak mudah<U+0085><U+0094>\nPPKM diperpanjang namun jangan menyerah ya <U+0001F4AA><U+0001F3FB><U+0001F4AA><U+0001F3FB>\n\nAlfon Kris - Upaya Maksimal ( @TheRainBand cover )\n\nhttps://t.co/lBlwi7BkBQ https://t.co/rCWbTbw25A",NA
twitter,8/16/2021,20:47:00,"Official: PPKM di perpanjang, kontrak hingga 23 agustus. Selamat berjuang!",NA
twitter,7/30/2021,16:59:00,"@henrysubiakto Artinya, usaha harus sesuai dengan tujuan, baru doa terkabul.\n\nKalau cuma ubah nama dari PSBB menjadi PPKM Darurat, lalu di ubah lagi menjadi PPKM level 1 2 3 4, mustahil doa bebas Corona akan terkabul.",NA
instagram,10/15/2021,20:39:00,"KEGIATAN APEL MALAM POLSEK CIPATAT\n\nJum'at, 15 Oktober 2021\n\nPengarahan Piket Pawas Kepada Personel Piket Polsek Cipatat\n<U+0095>Meningkatkan Penjagaan Markas\n<U+0095>Mengecek Tahanan\n<U+0095>Monitoring Kondisi dan Situasi Malam Di Wilkum Polsek Cipatat\n<U+0095>Antisipasi Kejahatan Jalanan C3 (Curas, Curat dan Curanmor)\n<U+0095>Melaksanakan Giat KRYD dan Himbauan Prokes 5M \n<U+0095>Melaksanakan Patroli Di Daerah Rawan\n<U+0095>Dst..\n\nGiat ini dipimpin oleh, Panit I Samapta : Iptu Rochman, S.H, M.H, M.M Selaku Piket Pawas Pada Malam Ini\n\nDan di ikuti oleh Personel Piket Polsek Cipatat Sebagai Berikut :\n<U+0095> KASPKT : Aiptu Ahmad Sasmita\n<U+0095> TAHTI : Aiptu Permulia \n<U+0095> SAMAPTA : Bripka Gilang\n<U+0095> LANTAS : Bripka Moch Husen Kemali\n<U+0095> BINMAS : \n - Aiptu Diansyah Mirabudi\n - Bripka Ohan Burhanudin\n<U+0095>RESKRIM : 1 Pers\n\n<U+0001D63C><U+0001D654><U+0001D64A> <U+0001D64B><U+0001D63C><U+0001D646><U+0001D63C><U+0001D644> <U+0001D648><U+0001D63C><U+0001D64E><U+0001D646><U+0001D640><U+0001D64D> - <U+0001D63C><U+0001D654><U+0001D64A> <U+0001D64E><U+0001D640><U+0001D642><U+0001D640><U+0001D64D><U+0001D63C> <U+0001D651><U+0001D63C><U+0001D646><U+0001D64E><U+0001D644><U+0001D649>\n\n<U+0001D412><U+0001D400><U+0001D418><U+0001D400> <U+0001D412><U+0001D404><U+0001D407><U+0001D400><U+0001D413>\n<U+0001D412><U+0001D400><U+0001D418><U+0001D400> <U+0001D40A><U+0001D414><U+0001D400><U+0001D413>\n<U+0001D412><U+0001D400><U+0001D418><U+0001D400> <U+0001D401><U+0001D400><U+0001D407><U+0001D400><U+0001D406><U+0001D408><U+0001D400>\n\n@divisihumaspolri\n@humaspolda.jabar\n@cimahipolres \n@humas_polrescimahi \n@bhayangkari_pc_cimahi_jabar\n@bhayangkari_pr_cipatat_cimahi\n@satlantascimahi\n@sabhara_res_cimahi\n@patroli103cimahi\n@indonesiapower.sglpomu\n@kecamatan_cipatat\n@ninesofiyana\n@dmsandriani\n@dede.rukmana.146 \n@densxiv\n@permuliadianaendong7238\n@giekemaly\n@gilanghervian\n@gandarusmana\n@s.utrisno\n@kicpusat_polrescimahi \n@kic10.cipatat \n\n#presisicimahi #presisi #polsek #PolresCimahi #PolsekCipatat #kecamatancipatat #poldajawabarat #koramil0905cipatat #PolriTVRadioPresisi #polri #kapolrescimahi #KapolriSiapBertugas #polri_tni #cegahviruscovid19 #Covid #cipatatberkah #Cipatat #PPKMdanTetapVaksinasi #ppkmdarurat #PPKMCegahPandemi  #VaksinasiTaatProkes5M #opsyustisi #yustisi #gaturlalin #ppkmdarurat",NA
twitter,8/21/2021,09:04:00,Cerita Pelajar di Riau Ikut Vaksinasi COVID Digelar BIN: Jarumnya Tak Sakit\nhttps://t.co/ZJb4bykrXH\nPPKM Indonesia Pulih,NA
twitter,8/12/2021,23:26:00,"@sinisukaanthony @syabdaperkasa Wahhhh,kan lgi ppkm jdi kemall harus sendiri klo Ama pcr kan harus pegang tangan terus nanti positif<U+0001F923><U+0001F923>",NA
